Channel,Store Type,Store Name,Bill To,Store Location,Status
DISTRIBUTION,"CONCEPT STORE, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,CORWELL TRADING INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,CREATIVE GATEWAY INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"DATA LAND, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,DE LA SALLE BROTHERS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,DELUXE HOTELS AND RECREATION INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,DISCOVERY PRIMEA CONDOMINIUM CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,EASTERN COMMUNICATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,EASTWEST BANK.CRP,GOOD,,,ACTIVE
DISTRIBUTION,EMERSON ELECTRIC ASIA LTD - ROHQ.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"ENDEC, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,E-SCIENCE CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ESP COMMERCIAL.CRP,GOOD,,,ACTIVE
DISTRIBUTION,EUPHONY GENERAL MERCHANDISE.CRP,GOOD,,,ACTIVE
DISTRIBUTION,EUROLINK NETWORK INTERNATIONAL CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FACTSET PHILIPPINES INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FASTCO PTE. LTD.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FASTLINK COMPUTER CO.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FGP CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FIREFLY ELECTRIC & LIGHTING CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FIRST CIRCLE GROWTH FINANCE CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FIRST GAS POWER CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FIRST GEN. CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FIRST PHILIPPINE HOLDINGS CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,FORTUNE GENERAL INSURANCE CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,GANMAR ENTERPRISES.CRP,GOOD,,,ACTIVE
DISTRIBUTION,GEOPLAN PHILIPPINES INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,GRUPPO-AVANTI CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,GRUPPO INNOVARE CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"H & F RETAIL CONCEPTS, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,HAN SEO PHARMA CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"HONESTBEE PHILIPPINES, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,HOW DO YOU ROLL INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,INEWVATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,INGRAM MICRO PHILIPPINES BPO LLC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"ISCALE SOLUTIONS, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,ISOC HOLDINGS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ITHIEL CORPORATE.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ITHIEL CORPORATION - ALAMINOS.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ITHIEL CORPORATION - DAPITAN.CRP,GOOD,,,ACTIVE
DISTRIBUTION,JBS EXPRESS.CRP,GOOD,,,ACTIVE
DISTRIBUTION,KABAYAN HOTEL PASAY.CRP,GOOD,,,ACTIVE
DISTRIBUTION,KALINISAN STEAM LAUNDRY INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,KENRICH INTERNATIONAL DISTRIBUTOR CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,KEYSYS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,KING'S DEVELOPMENT INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,KNOCKDOWN EVENTS PRODUCTIONS.CRP,GOOD,,,ACTIVE
DISTRIBUTION,LEGEND HOTEL CORPORATE.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"LIFE CARE TECHNOLOGIES, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,LIVING ANGELS CHRISTIAN ACADEMY.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"MARINE BENEFITS ASSISTANCE SERVICES, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,MARTIN'S CAR ACCESSORIES PARTS.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MATTONY INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MC GRAW PHARMA INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MEGAWORLD CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MELCO RESORTS LEISURE (PHP) CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MERGERS DRUGFIL CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MERZ PHILIPPINES HEALTHCARE INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MJC INVESTMENTS CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MKRHK LTD. CO.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MOBILE MATTERS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MOMENT GROUP INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MUSTARD SEED SYSTEMS CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MVGS LAW.CRP,GOOD,,,ACTIVE
DISTRIBUTION,MYTAXI.PH INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,NFS FOUNDATION MINISTRY INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,NOVUS SYSTEMS INTEGRATION & TECHNOLOGIES INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"ODV CREATIVE MEDIA, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,OHM PHILIPPINES INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ORTIGAS AND COMPANY.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"PEAKHEALTH, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,PERSONAL COLLECTION DIRECT SELLING INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"PLDT EMPLOYEE'S MULTI-PURPOSE COOPERATIVE, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,YOU POUND IT INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,PRIMER RESOURCES CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,RADIUS TELECOMS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,RAEMULAN LANDS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,RAYOMAR MANAGEMENT INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,REAL PAGE.CRP,GOOD,,,ACTIVE
DISTRIBUTION,RED PLANET HOTELS BINONDO CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,RED PLANET HOTELS MANILA BAY CORP - AURORA.CRP,GOOD,,,ACTIVE
DISTRIBUTION,RED PLANET HOTELS MANILA BAY CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,RESTORED ENERGY DEVELOPMENT CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,REVO SOFTWARE SOLUTIONS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ROCKWELL LAND.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ROCKWELL PRIMARIES DEVELOPMENT CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,SALARIUM PAYMENTS CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,SENTI TECHLABS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,SFI HUMAN RESOURCES CONSULTANCY INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,SHIMADZU PHILIPPINES CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,SHOP FRONT PRO.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"SODEXO BENEFITS AND REWARDS SERVICES PHILIPPINES, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,SOLID ALLEGIANCE MARKETING INT'L INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,SOLID CEMENT CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ST. RAFAEL DEV'T CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"STELLAR EQUIPMENT & MACHINERY, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,STERLING BANK OF ASIA.CRP,GOOD,,,ACTIVE
DISTRIBUTION,SUNCITY GROUP MANILA INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,SYSPOINT INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,TAN ACUT LOPEZ & PISON LAW OFFICES.CRP,GOOD,,,ACTIVE
DISTRIBUTION,TARGET DISPLAY CO.CRP,GOOD,,,ACTIVE
DISTRIBUTION,TASTE CENTRAL CURATORS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,THE COVENANT CAR CO. INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,THE LEGEND PALAWAN.CRP,GOOD,,,ACTIVE
DISTRIBUTION,THE LEGEND VILLAS.CRP,GOOD,,,ACTIVE
DISTRIBUTION,THE MABUHAY MANOR.CRP,GOOD,,,ACTIVE
DISTRIBUTION,TOYOTA MOTOR PHILS.CRP,GOOD,,,ACTIVE
DISTRIBUTION,TRAVELLERS.MEGAWORLD.NEWPORT.CRP,GOOD,,,ACTIVE
DISTRIBUTION,TRUE MONEY PHILIPPINES INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,UAS.CRP,GOOD,,,ACTIVE
DISTRIBUTION,UNION BANK.CRP,GOOD,,,ACTIVE
DISTRIBUTION,"UNION INKS AND GRAPHICS PHILIPPINES, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,VALUELINE SYSTEMS & SOLUTIONS CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,VCY SALES CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,VIRTUSIO PR INTERNATIONAL INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,WEBB FONTAINE ASIA INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,WINGS TECHNOLOGY ENTERPRISE INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,W LANDMARK INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,YNZAL MARKETING CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ZIMZAM MANAGEMENT INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ABENSON.DEPOT.PASIG.OUT,GOOD,,,ACTIVE
DISTRIBUTION,ABENSON.AYALA.TRINOMA.OUT,GOOD,,,ACTIVE
DISTRIBUTION,ALLHOME CORP.STARMALL.LAS PINAS.OUT,GOOD,,,ACTIVE
DISTRIBUTION,FAMILY SHOPPERS.STARMALL.ALABANG.OUT,GOOD,,,ACTIVE
DISTRIBUTION,FAMILY SHOPPERS.EVIA.LAS PINAS.CON,GOOD,,,ACTIVE
DISTRIBUTION,AUTOMATIC CENTER.AYALA.GREENBELT 1.OUT,GOOD,,,ACTIVE
DISTRIBUTION,GAGDETS IN STYLE.HEAD OFFICE.OUT,GOOD,,,ACTIVE
DISTRIBUTION,I STUDIO.AYALA.BONIFACIO HIGH STREET.OUT,GOOD,,,ACTIVE
DISTRIBUTION,I STUDIO.SHANGRI-LA.EDSA.OUT,GOOD,,,ACTIVE
DISTRIBUTION,PC EXPRESS.SAN JUAN.OUT,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.E-COMMERCE.OUT,GOOD,,,ACTIVE
DISTRIBUTION,GLOBE.HEAD OFFICE.OUT,GOOD,,,ACTIVE
DISTRIBUTION,MOBILE 1.ROCKWELL.POWERPLANT.OUT,GOOD,,,ACTIVE
DISTRIBUTION,AMBASSADOR.AYALA.GLORIETTA 2.OUT,GOOD,,,ACTIVE
DISTRIBUTION,AMBASSADOR.SHANGRI-LA.EDSA.OUT,GOOD,,,ACTIVE
DISTRIBUTION,QUEST CAR ACCESSORIES ENTERPRISES.HEAD OFFICE.OUT,GOOD,,,ACTIVE
DISTRIBUTION,RUSTANS.HEAD OFFICE.OUT,GOOD,,,ACTIVE
DISTRIBUTION,THE LANDMARK.RECORD BAR.MAKATI.OUT,GOOD,,,ACTIVE
DISTRIBUTION,TALTRUST INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ABS-CBN CORPORATION.CRP,GOOD,,,ACTIVE
DISTRIBUTION,PH.ARRIVA INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,63 TECHNOLOGY SOLUTIONS INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,EASY TOUCH (PHILIPPINES) INC.CRP,GOOD,,,ACTIVE
DISTRIBUTION,RUNNER.AYALA.ALABANG TOWN CENTER.CON,GOOD,,,ACTIVE
DISTRIBUTION,RUNNER.SM.MALL OF ASIA.CON,GOOD,,,ACTIVE
DISTRIBUTION,RUNNER.AYALA.SERENDRA.CON,GOOD,,,ACTIVE
DISTRIBUTION,RUNNER.SHANGRI-LA.EDSA.CON,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.AYALA.GLORIETTA 4.CON,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.SM.MALL OF ASIA.CON,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.SM.THE BLOCK.CON,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.AYALA.TRINOMA.CON,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.AYALA.GLORIETTA 2.CON,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.SM.SAN LAZARO.CON,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.SM.AURA.CON,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.SM.MEGAMALL.CON,GOOD,,,ACTIVE
DISTRIBUTION,TOBY'S.SHANGRI-LA.EDSA.CON,GOOD,,,ACTIVE
DISTRIBUTION,EGGHEAD.SHANGRI-LA.EDSA.OUT,GOOD,,,ACTIVE
DISTRIBUTION,EGGHEAD.ROBINSONS.GALLERIA.OUT,GOOD,,,ACTIVE
DISTRIBUTION,I STORE.AYALA.CEBU.CON,GOOD,,,ACTIVE
DISTRIBUTION,I STORE.CENTRIO.CDO.CON,GOOD,,,ACTIVE
DISTRIBUTION,I STORE.ROBINSONS PLACE.DUMAGUETE.CON,GOOD,,,ACTIVE
DISTRIBUTION,I STORE.SM.ILOILO.CON,GOOD,,,ACTIVE
DISTRIBUTION,I STORE.SM.CEBU.CON,GOOD,,,ACTIVE
DISTRIBUTION,I STORE.SM.SEASIDE CITY CEBU.CON,GOOD,,,ACTIVE
DISTRIBUTION,MOBILE 1.AYALA.ALABANG TOWN CENTER.CON,GOOD,,,ACTIVE
DISTRIBUTION,THE INBOX STORE.SM.CLARK PAMPANGA.OUT,GOOD,,,ACTIVE
DISTRIBUTION,THE BIKE SHOP.ROCKWELL.SANTOLAN TOWN PLAZA.OUT,GOOD,,,ACTIVE
DISTRIBUTION,UPSON INTERNATIONAL CORP.CRP,GOOD,,,ACTIVE
DISTRIBUTION,ASTROVISION.SM.DASMARINAS.CON,GOOD,,,ACTIVE
DISTRIBUTION,ASTROVISION.CASH AND CARRY.CASH AND CARRY.CON,GOOD,,,ACTIVE
DISTRIBUTION,ELECTROWORLD.WAREHOUSE.CON,GOOD,,,ACTIVE
DISTRIBUTION,SHOPEE.CRP,GOOD,,,ACTIVE
DISTRIBUTION,BRATPACK.ROBINSONS.GALLERIA.CON,GOOD,,,ACTIVE
DISTRIBUTION,"HI-PRECISION DIAGNOSTIC CENTER, INC.CRP",GOOD,,,ACTIVE
DISTRIBUTION,YOU POUND IT INC.OUT,GOOD,,,ACTIVE
FRANCHISE,BASEUS.AYALA.BONIFACIO HIGH STREET.FRA,GOOD,BLUEHAT VENTURES INC.,,ACTIVE
FRANCHISE,BEYOND THE BOX.LIMKETKAI MALL.CDO.FRA,GOOD,BOXTALKS INC.,,ACTIVE
FRANCHISE,BEYOND THE BOX.AYALA.FAIRVIEW TERRACES.FRA,GOOD,BOXTALKS INC.,,ACTIVE
FRANCHISE,BEYOND THE BOX.MEGAWORLD.FORBESTOWN.FRA,GOOD,BOXTALKS INC.,,ACTIVE
FRANCHISE,BEYOND THE BOX.MEGAWORLD.LUCKY CHINATOWN.FRA,GOOD,BOXTALKS INC.,,ACTIVE
FRANCHISE,BEYOND THE BOX.AYALA.MARKET MARKET.FRA,GOOD,BOXTALKS INC.,,ACTIVE
FRANCHISE,DIGITAL WALKER.AYALA.CLOVERLEAF.FRA,GOOD,GADGETHUB RETAIL COMPANY,,ACTIVE
FRANCHISE,DIGITAL WALKER.CAPITOL COMMONS.ESTANCIA.FRA,GOOD,DIGITAL WALKER CORP.,,ACTIVE
FRANCHISE,DIGITAL WALKER.FESTIVAL MALL.ALABANG.FRA,GOOD,DIGITAL WALKER CORP.,,ACTIVE
FRANCHISE,DIGITAL WALKER.AYALA.GREENBELT 5.FRA,GOOD,"KICKSTART IDEAS, INC.",,ACTIVE
FRANCHISE,DIGITAL WALKER.ROBINSONS.MAGNOLIA.FRA,GOOD,DIGITAL WALKER CORP.,,ACTIVE
FRANCHISE,DIGITAL WALKER.AYALA.UPTC.FRA,GOOD,GALAXY HUB TECHNO LTD. CO.,,ACTIVE
FRANCHISE,DIGITAL WALKER.AYALA.VERTIS NORTH.FRA,GOOD,DIGITAL WALKER CORP.,,ACTIVE
FRANCHISE,BEYOND THE BOX.THE PLAZA.GUAM.FRA,GOOD,BEYOND THE BOX GUAM,,ACTIVE
FRANCHISE,I CENTER.CROSSROADS MALL.CEBU.FRA,GOOD,RED ICENTER TECHNOLOGIES CORP.,,ACTIVE
ONLINE,FITBIT.LAZADA.FBV.ONL,GOOD,,,ACTIVE
ONLINE,ONEPLUS.LAZADA.FBV.ONL,GOOD,,,ACTIVE
ONLINE,ONEPLUS.SHOPEE.FBV.ONL,GOOD,,,ACTIVE
ONLINE,CLOUD LOGIC.NEW MANILA.ONL,GOOD,,,ACTIVE
ONLINE,BASEUS.LAZADA.FBV.ONL,GOOD,,,ACTIVE
ONLINE,FITBIT.SHOPEE.FBV.ONL,GOOD,,,ACTIVE
ONLINE,BASEUS.SHOPEE.FBV.ONL,GOOD,,,ACTIVE
RETAIL,BASEUS.SM.FAIRVIEW.RTL,GOOD,,,ACTIVE
RETAIL,BASEUS.SM.SOUTHMALL.RTL,GOOD,,,ACTIVE
RETAIL,BASEUS.AYALA.TRINOMA.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.CENTURY CITY.MAKATI.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.CITY OF DREAMS.MANILA.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.ROBINSONS.ERMITA.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.ROBINSONS.GALLERIA.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.MEGAWORLD.VENICE GRAND CANAL.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.MEGAWORLD.NEWPORT.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.ONE ROCKWELL.MAKATI.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.SM.BAGUIO.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.MEGAWORLD.SOUTHWOODS.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.MEGAWORLD.UPTOWN MALL.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.KCC.VERANZA.RTL,GOOD,,,ACTIVE
RETAIL,BEYOND THE BOX.GREENHILLS.VMALL.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.AYALA.ABREEZA.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.AYALA.THE 30TH.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.CENTRIO.CDO.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.CENTURY CITY.MAKATI.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.SUPERMALLS.CONRAD HOTEL.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.MEGAWORLD.EASTWOOD.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.ROBINSONS.ERMITA.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.MALLERS.FISHERMALL.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.AYALA.GLORIETTA 2.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.AYALA.NUVALI SOLENAD.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.OKADA.MANILA.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.AYALA.ONE BONIFACIO.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.ROBINSONS.PIONEER.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.SUPERMALLS.THE PODIUM.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.ROCKWELL.POWERPLANT.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.SHANGRI-LA.EDSA.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.SM.AURA.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.SM.BAGUIO.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.SM.CEBU.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.SM.MALL OF ASIA.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.AYALA.TRINOMA.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.GREENHILLS.VMALL.RTL,GOOD,,,ACTIVE
RETAIL,OMG.SM.CDO.RTL,GOOD,,,ACTIVE
RETAIL,OMG.ROBINSONS.ERMITA.RTL,GOOD,,,ACTIVE
RETAIL,OMG.AYALA.FELIZ.RTL,GOOD,,,ACTIVE
RETAIL,OMG.MEGAWORLD.FESTIVE WALK.RTL,GOOD,,,ACTIVE
RETAIL,OUTERSPACE.NAIA.TERMINAL 3.RTL,GOOD,,,ACTIVE
RETAIL,SERVICE CENTER.AYALA.BONIFACIO HIGH STREET.RTL,RMA,,STORE,ACTIVE
RETAIL,SERVICE CENTER.GREENHILLS.VMALL.RTL,RMA,,STORE,ACTIVE
